rt_loc,rt_corr_press,colour,location,corr_button,RT_measure_loop.thisRepN,RT_measure_loop.thisTrialN,RT_measure_loop.thisN,RT_measure_loop.thisIndex,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,RT_measure_start.started,RT_measure_start_text.started,RT_startscreen_press.started,RT_measure_start.stopped,RT_startscreen_press.keys,RT_startscreen_press.rt,RT_startscreen_press.duration,RT_measure_fixation.started,rt_measure_fixation.started,RT_measure_fixation.stopped,RT_measure_target.started,RT_target_fig.started,RT_measure_response.started,RT_measure_target.stopped,RT_measure_response.keys,RT_measure_response.corr,RT_measure_response.rt,RT_measure_response.duration,rt_list,rt_measure_fixation.stopped,RT_measure_end.started,RT_measure_endtext.started,RT_measure_endtext.stopped,RT_measure_end.stopped,StartScreen_training.started,StartScreen_ButtonPress_training.started,StartScreen_text_training.started,StartScreen_training.stopped,StartScreen_ButtonPress_training.keys,StartScreen_ButtonPress_training.rt,StartScreen_ButtonPress_training.duration,initial_iti_training.started,initial_iti_fig_training.started,initial_iti_training.stopped,CuePresentation_training.started,CueCircle_training.started,EarlyPressCue_training.started,CuePresentation_training.stopped,EarlyPressCue_training.keys,Fixation2000_training.started,Fixation2000_fig_training.started,EarlyPressFixation_training.started,Fixation2000_fig_training.stopped,EarlyPressFixation_training.stopped,Fixation2000_training.stopped,EarlyPressFixation_training.keys,EarlyPressFixation_training.rt,EarlyPressFixation_training.duration,TargetPresentation_training.started,full_target_time,TargetPresentation_fig_training.started,ButtonPressTarget_training.started,TargetPresentation_training.stopped,ButtonPressTarget_training.keys,ButtonPressTarget_training.corr,ButtonPressTarget_training.rt,ButtonPressTarget_training.duration,outcome_label_training,Blank_screen_training.started,Blank_screen_training.stopped,FeedbackCode_training.started,text_Feedback_training.started,text_treatCounter_training.started,FeedbackCode_training.stopped,ITI500_training.started,trial_ITI_training.started,trial_ITI_training.stopped,ITI500_training.stopped,TargetPresentation_fig_training.stopped,ButtonPressTarget_training.stopped,text_Feedback_training.stopped,text_treatCounter_training.stopped,CueCircle_training.stopped,EarlyPressCue_training.stopped,acc_ratio,EndScreen_training.started,EndScreenText_training.started,endTraining_startMain.started,EndScreen_training.stopped,endTraining_startMain.keys,endTraining_startMain.rt,endTraining_startMain.duration,WelcomeScreen.started,StartScreen_ButtonPress.started,textStartScreen.started,WelcomeScreen.stopped,StartScreen_ButtonPress.keys,StartScreen_ButtonPress.rt,StartScreen_ButtonPress.duration,initial_iti.started,first_ITI_fig.started,initial_iti.stopped,CuePresentation.started,CueCircle.started,EarlyPressCue.started,CuePresentation.stopped,EarlyPressCue.keys,Fixation2000.started,FixationScreen.started,EarlyPressFixation.started,FixationScreen.stopped,EarlyPressFixation.stopped,Fixation2000.stopped,EarlyPressFixation.keys,jitter,TargetPresentation.started,TargetPresentationScreen.started,ButtonPressTarget.started,TargetPresentation.stopped,ButtonPressTarget.keys,ButtonPressTarget.corr,ButtonPressTarget.rt,ButtonPressTarget.duration,outcome_label,Blank_screen.started,Blank_screen.stopped,FeedbackCode.started,text_Feedback.started,text_treatCounter.started,text_Feedback.stopped,text_treatCounter.stopped,FeedbackCode.stopped,ITI500.started,trial_ITI.started,trial_ITI.stopped,ITI500.stopped,Halfway_break.started,Halfway_break.stopped,Halfway_ButtonPress.keys,EarlyPressFixation.rt,EarlyPressFixation.duration,CueCircle.stopped,EarlyPressCue.stopped,TargetPresentationScreen.stopped,ButtonPressTarget.stopped,Halfway_break_text.started,Halfway_ButtonPress.started,Halfway_ButtonPress.rt,Halfway_ButtonPress.duration,EndScreen.started,EndScreenText.started,EndScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,red,"(-0.45, 0)",left,,,,,,,,,4,1,25,4,355.1769082999672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5148147230071816,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,355.1610780999763,355.1769082999672,355.1769082999672,355.41040469997097,None,355.4105558999581,355.42666729999473,355.42666729999473,357.18024149996927,357.18024149996927,357.161167400016,None,1.75,357.16134290001355,357.18024149996927,357.18024149996927,357.6266995999613,left,1,0.43115830002352595,None,Correct,357.627522099996,357.62767999997595,357.627686599968,358.1301478999667,358.1301478999667,360.1428525999654,360.1428525999654,360.12756699998863,360.1275801999727,360.1428525999654,360.6465774999815,360.6268371999613,360.62684589996934,360.6268637999892,None,,,355.42666729999473,355.42666729999473,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(-0.45, 0)",left,,,,,,,,,4,2,26,2,360.6465774999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49481472300718155,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,360.62719929998275,360.6465774999815,360.6465774999815,360.8800062999944,None,360.8801501999842,360.8929747999646,360.8929747999646,363.1459781000158,363.1459781000158,363.12666040001204,None,2.25,363.12680269998964,363.1459781000158,363.1459781000158,363.59341949998634,left,1,0.441724999982398,None,Correct,363.5940542999888,363.5942836999893,363.5942936000065,364.1094523000065,364.1094523000065,366.10919220000505,366.10919220000505,366.0930076999939,366.0930262999609,366.10919220000505,366.6089032999589,366.5930851000012,366.5931004000013,366.59313019999536,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(0.45, 0)",right,,,,,,,,,4,3,27,3,366.6089032999589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4748147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,366.59354649996385,366.6089032999589,366.6089032999589,366.84572649997426,None,366.8458781999652,366.85902380000334,366.85902380000334,369.1086662999587,369.1086662999587,369.0959297000081,None,2.25,369.0960764999618,369.1086662999587,369.1086662999587,369.51309999998193,right,1,0.3908625000040047,None,Correct,369.5139853999717,369.5142346000066,369.51424429996405,370.0252749999636,370.0252749999636,372.0253253999981,372.0253253999981,372.00866329995915,372.0086801999714,372.0253253999981,372.5249408999807,372.5087385000079,372.5087510999874,372.50877249997575,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(0.45, 0)",right,,,,,,,,,4,4,28,1,372.5249408999807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4548147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,372.5090538999648,372.5249408999807,372.5249408999807,372.7590224999585,None,372.7591627999791,372.77853349997895,372.77853349997895,374.5452540999977,374.5452540999977,374.5259073000052,None,1.75,374.5260704999673,374.5452540999977,374.5452540999977,374.9622012999607,right,1,0.40115930000320077,None,Correct,374.96296029997757,374.9631947000162,374.96320279996144,375.4750075999764,375.4750075999764,377.47481909999624,377.47481909999624,377.46199789998354,377.4620126999798,377.47481909999624,377.9782509999932,377.95853800000623,377.9585511999903,377.9585744999931,None,,,372.77853349997895,372.77853349997895,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(0.45, 0)",right,,,,,,,,,4,5,29,5,377.9782509999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4348147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,377.95888210000703,377.9782509999932,377.9782509999932,378.2246638999786,None,378.22482349997154,378.2413362999796,378.2413362999796,380.24106649996247,380.24106649996247,380.22508579998976,None,2,380.22526999999536,380.24106649996247,380.24106649996247,380.67566109995823,None,0,,,Incorrect,380.6765152000007,380.67693449999206,380.67695079999976,381.19108999997843,381.19108999997843,,,383.1785643000039,383.1785799000063,383.19098049995955,383.69074120000005,383.6744209000026,383.6744309999631,383.6744498999906,None,,,,,380.6918796999962,380.6918796999962,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,5,0,30,0,383.69074120000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4148147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,383.6747287999606,383.69074120000005,383.69074120000005,383.9276737999753,None,383.9278205999872,383.94061109999893,383.94061109999893,386.19064749998506,386.19064749998506,386.17400940001244,None,2.25,386.174162100011,386.19064749998506,386.19064749998506,386.54122379998444,left,1,0.33852950000436977,None,Correct,386.5425387999858,386.54272639995907,386.5427338000154,387.04251220001606,387.04251220001606,389.056943100004,389.056943100004,389.04068559996085,389.04070109996246,389.056943100004,389.5566916000098,389.5404559999588,389.5404650999699,389.5404847000027,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(0.45, 0)",right,,,,,,,,,5,1,31,5,389.5566916000098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39481472300718146,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,389.54076449997956,389.5566916000098,389.5566916000098,389.79038959997706,None,389.79053140000906,389.80662290001055,389.80662290001055,391.55754139996134,391.55754139996134,391.54127350001363,None,1.75,391.5415738999727,391.55754139996134,391.55754139996134,391.9443495000014,None,0,,,Incorrect,391.94536020001397,391.9461879999726,391.94621069997083,392.4573691000114,392.4573691000114,394.45638869999675,394.45638869999675,394.4437404999626,394.4437554999604,394.45638869999675,394.9563065000111,394.9400687000016,394.94008219998796,394.94010519998847,None,,,389.80662290001055,389.80662290001055,391.95815169997513,391.95815169997513,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(-0.45, 0)",left,,,,,,,,,5,2,32,4,394.9563065000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39481472300718146,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,394.9404388999683,394.9563065000111,394.9563065000111,395.18986749998294,None,395.19000609999057,395.2062544999644,395.2062544999644,397.4559842000017,397.4559842000017,397.43997349997517,None,2.25,397.4401268999791,397.4559842000017,397.4559842000017,397.82702659995994,left,1,0.36107030004495755,None,Correct,397.82773309998447,397.82805089995963,397.8280594999669,398.34023949998664,398.34023949998664,400.34247559995856,400.34247559995856,400.3233439999749,400.3233579999651,400.34247559995856,,400.8390791999991,400.839090799971,400.83911579998676,None,,,395.2062544999644,395.2062544999644,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(-0.45, 0)",left,,,,,,,,,5,3,33,2,400.8564841999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37481472300718144,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,400.83944309997605,400.8564841999905,400.8564841999905,401.0892344999593,None,401.08937790000346,401.1056079000118,401.1056079000118,403.10541560000274,403.10541560000274,403.08906119997846,None,2,403.0892075999873,403.10541560000274,403.10541560000274,403.47250629996415,None,0,,,Incorrect,403.4730041999719,403.4732096999651,403.47321630001534,403.97533829999156,403.97533829999156,,,405.9560245999601,405.9560460000066,405.975398199982,,406.4718132999842,406.47182480001356,406.4718475000118,None,,,401.1056079000118,401.1056079000118,403.4885455999756,403.4885455999756,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(0.45, 0)",right,,,,,,,,,5,4,34,1,406.4887430999661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3548147230071814,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,406.4721525000059,406.4887430999661,406.4887430999661,406.72212990000844,None,406.7222604000126,406.73853219999,406.73853219999,408.4884460999747,408.4884460999747,408.4752962999628,None,1.75,408.4755403000163,408.4884460999747,408.4884460999747,408.8388225999661,None,0,,,Incorrect,408.83931429998484,408.8395085000084,408.83951859996887,409.3386226000148,409.3386226000148,411.33799420000287,411.33799420000287,411.32183909998275,411.32185179996304,411.35482329997467,411.85467819997575,411.83820120000746,411.83821079996414,411.8382319000084,None,,,406.73853219999,406.73853219999,408.854934700008,408.854934700008,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(0.45, 0)",right,,,,,,,,,5,5,35,3,411.85467819997575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3548147230071814,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,411.83851530001266,411.85467819997575,411.85467819997575,412.08828379999613,None,412.0884461000096,412.1045695999637,412.1045695999637,414.35839999996824,414.35839999996824,414.338328599988,None,2.25,414.3384822999942,414.35839999996824,414.35839999996824,414.70517480000854,None,0,,,Incorrect,414.7059562999639,414.7063546999707,414.7063711999799,415.2056184000103,415.2056184000103,417.22139709995827,417.22139709995827,417.2048517999938,417.20486579998396,417.22139709995827,417.7242453999934,417.7048198999837,417.70482939999783,417.70484670001315,None,,,412.1045695999637,412.1045695999637,414.7217403000104,414.7217403000104,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(-0.45, 0)",left,,,,,,,,,6,0,36,2,417.7242453999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4048147230071814,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,417.7051165999728,417.7242453999934,417.7242453999934,417.9712168999831,None,417.97136510000564,417.98745660000714,417.98745660000714,419.99182900000596,419.99182900000596,419.97124599997187,None,2,419.97141499997815,419.99182900000596,419.99182900000596,420.38796279998496,None,0,,,Incorrect,420.38859210000373,420.3887747999979,420.38878499995917,420.8874500999809,420.8874500999809,422.8920495999628,422.8920495999628,422.8714419999742,422.87146210001083,422.9042764999904,423.4036011999706,423.38741769996705,423.3874313000124,423.3874630999635,None,,,,,420.4039074999746,420.4039074999746,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(-0.45, 0)",left,,,,,,,,,6,1,37,4,423.4036011999706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4548147230071814,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,423.38779909996083,423.4036011999706,423.4036011999706,423.6374201999861,None,423.63755689997924,423.65396510000573,423.65396510000573,425.6567383999936,425.6567383999936,425.63718489999883,None,2,425.63732199999504,425.6567383999936,425.6567383999936,425.9739957000129,left,1,0.3103491000365466,None,Correct,425.97465009998996,425.97485579998465,425.97486359998584,426.49110539996764,426.49110539996764,,,428.47027200000593,428.470290999976,428.48684279999,,428.97037359996466,428.97039069997845,428.97042899997905,None,,,423.65396510000573,423.65396510000573,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,6,2,38,0,428.98663800000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5048147230071814,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,428.9710024999804,428.98663800000213,428.98663800000213,429.22038680000696,None,429.2205289999838,429.2366193999769,429.2366193999769,431.4864957999671,431.4864957999671,431.47358930000337,None,2.25,431.4737742000143,431.4864957999671,431.4864957999671,431.83656009996776,left,1,0.33573520003119484,None,Correct,431.83722889999626,431.83742170000914,431.8374286000035,432.33613690000493,432.33613690000493,434.33605689997785,434.33605689997785,434.3204314999748,434.32045749999816,434.33605689997785,434.836329200014,434.8195570000098,434.8195694999886,434.81959149998147,None,,,429.2366193999769,429.2366193999769,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(0.45, 0)",right,,,,,,,,,6,3,39,1,434.836329200014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5548147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,434.8199051999836,434.836329200014,434.836329200014,435.07006940001156,None,435.07027169998037,435.08593890001066,435.08593890001066,437.0883532000007,437.0883532000007,437.07038509997074,None,2,437.07064950000495,437.0883532000007,437.0883532000007,437.390518900007,right,1,0.2934741000062786,None,Correct,437.3912083999603,437.3914246999775,437.3914329999825,437.9024854999734,437.9024854999734,439.90563819999807,439.90563819999807,439.88604439998744,439.8860592999845,439.90563819999807,,440.40219900000375,440.4022115999833,440.4022379000089,None,,,435.08593890001066,435.08593890001066,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(0.45, 0)",right,,,,,,,,,6,4,40,3,440.42062729998725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6048147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,440.4025663000066,440.42062729998725,440.42062729998725,440.6557795999688,None,440.65591609996045,440.66870569996536,440.66870569996536,442.4188196999603,442.4188196999603,442.4030949000153,None,1.75,442.40334520000033,442.4188196999603,442.4188196999603,442.8024505999638,right,1,0.3791503000538796,None,Correct,442.8030179999769,442.80322170001455,442.8032303999644,443.3028267999762,443.3028267999762,445.3044674000121,445.3044674000121,445.28789959999267,445.2879171000095,445.3044674000121,,445.80163780000294,445.80164939997485,445.80167169997003,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(0.45, 0)",right,,,,,,,,,6,5,41,5,445.8215055000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6548147230071816,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,445.80193479999434,445.8215055000037,445.8215055000037,446.068439900002,None,446.0685780000058,446.0851261999924,446.0851261999924,448.3348883999861,448.3348883999861,448.31861069996376,None,2.25,448.3188035999774,448.3348883999861,448.3348883999861,448.7226963000139,right,1,0.382458999985829,None,Correct,448.72384260001127,448.7242274999735,448.7242447999888,449.234535399999,449.234535399999,451.2341248000157,451.2341248000157,451.2182345999754,451.2182488999679,451.2341248000157,451.73422079999,451.71780220000073,451.71781719999854,451.71784050000133,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(0.45, 0)",right,,,,,,,,,7,0,42,3,451.73422079999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6548147230071816,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,451.7181252000155,451.73422079999,451.73422079999,451.9677801000071,None,451.96790649998,451.9841803999734,451.9841803999734,453.7338603999815,453.7338603999815,453.7176951000001,None,1.75,453.7178338000085,453.7338603999815,453.7338603999815,454.1178736999864,right,1,0.36738140002125874,None,Correct,454.11859899997944,454.11881889996585,454.11882819997845,454.63389880000614,454.63389880000614,456.63698949996615,456.63698949996615,456.6175715000136,456.6175876999623,456.63698949996615,,457.1338068000041,457.13383050000994,457.1338585999911,None,,,451.9841803999734,451.9841803999734,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(-0.45, 0)",left,,,,,,,,,7,1,43,4,457.1504356999649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6548147230071816,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,457.13417169998866,457.1504356999649,457.1504356999649,457.38426799996523,None,457.3844401999959,457.4003444999689,457.4003444999689,459.15025259996764,459.15025259996764,459.13358670001617,left,1.75,459.1342856999836,459.15025259996764,459.15025259996764,459.8005429999903,None,0,,,Early,459.800757399993,459.80100029997993,459.80100979999406,460.30025669996394,460.30025669996394,462.2998957000091,462.2998957000091,462.28607179998653,462.2860897000064,462.2998957000091,462.799909399997,462.7838189000031,462.7838361999602,462.7838635999942,None,0.3326350999996066,None,457.4003444999689,457.4003444999689,459.82015559996944,459.82015559996944,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(-0.45, 0)",left,,,,,,,,,7,2,44,2,462.799909399997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6548147230071816,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,462.78422450000653,462.799909399997,462.799909399997,463.0342152999947,None,463.03454029996647,463.0501637000125,463.0501637000125,465.2996420999989,465.2996420999989,465.2865986999823,None,2.25,465.2867230999982,465.2996420999989,465.2996420999989,465.6668722999748,left,1,0.3606347999884747,None,Correct,465.6676172000007,465.6678489999613,465.6678574999678,466.1827971999883,466.1827971999883,,,468.1532850000076,468.15329960000236,468.16624469996896,468.66663359996164,468.6508385000052,468.6508690000046,468.6509239000152,None,,,463.0501637000125,463.0501637000125,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,7,3,45,0,468.66663359996164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6348147230071816,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,468.6516191000119,468.66663359996164,468.66663359996164,468.91586619999725,None,468.9159905000124,468.93279859999893,468.93279859999893,470.6855330999824,470.6855330999824,470.66607989999466,None,1.75,470.666213599965,470.6855330999824,470.6855330999824,471.0205481000012,left,1,0.32588969997595996,None,Correct,471.0214005999733,471.0216184000019,471.02162829996087,471.5323022999801,471.5323022999801,473.5320437999908,473.5320437999908,473.5156658999622,473.51568089996,473.5320437999908,474.0353624999989,474.0156784999999,474.01569029997336,474.01571179996245,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(0.45, 0)",right,,,,,,,,,7,4,46,5,474.0353624999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6148147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,474.0159931000089,474.0353624999989,474.0353624999989,474.28451059997315,None,474.28466429997934,474.2987895999686,474.2987895999686,476.04840829997556,476.04840829997556,476.0319826999912,None,1.75,476.03212019999046,476.04840829997556,476.04840829997556,476.4988478999585,right,1,0.4348681000410579,None,Correct,476.49977220001165,476.50000689999433,476.50001379998866,476.9985991999856,476.9985991999856,478.99814300000435,478.99814300000435,478.98185019998346,478.9818632999668,479.015095699986,,479.5017398999771,479.5017524000141,479.50177520001307,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(0.45, 0)",right,,,,,,,,,7,5,47,1,479.5148307000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5948147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,479.5021326999995,479.5148307000054,479.5148307000054,479.75053779996233,None,479.7506640999927,479.7646340999636,479.7646340999636,481.51811020000605,481.51811020000605,481.4985296999803,None,1.75,481.4986721999594,481.51811020000605,481.51811020000605,481.93642459996045,right,1,0.41350889997556806,None,Correct,481.9373824999784,481.9377198999864,481.9377292999998,482.4479855999816,482.4479855999816,484.447793099971,484.447793099971,484.43144509999547,484.4314611000009,484.447793099971,,484.93435529997805,484.9343671000097,484.93439000000944,None,,,479.7646340999636,479.7646340999636,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(-0.45, 0)",left,,,,,,,,,8,0,48,4,484.9475644999766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5748147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,484.9347104000044,484.9475644999766,484.9475644999766,485.18150209996384,None,485.1816218000022,485.1974280999857,485.1974280999857,486.9472791000153,486.9472791000153,486.93334280001,None,1.75,486.9334888999583,486.9472791000153,486.9472791000153,487.2487893999787,left,1,0.29511929996078834,None,Correct,487.2499140999862,487.2503607000108,487.25038039998617,487.76443109998945,487.76443109998945,489.7637517999974,489.7637517999974,489.7476732999785,489.7476913999999,489.7637517999974,,490.25037399999565,490.2503995000152,490.250437300012,None,,,485.1974280999857,485.1974280999857,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,8,1,49,0,490.2647657999769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5548147230071815,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,490.25075349997496,490.2647657999769,490.2647657999769,490.49795049999375,None,490.49808579997625,490.5137176999706,490.5137176999706,492.263563000015,492.263563000015,492.24724060000153,None,1.75,492.247419399966,492.263563000015,492.263563000015,492.61815529997693,left,1,0.34642660000827163,None,Correct,492.6188521999866,492.61920149996877,492.61921470001107,493.13033179997,493.13033179997,495.12993870000355,495.12993870000355,495.1140454999986,495.1140654999763,495.12993870000355,495.62994949996937,495.613835999975,495.6138478000066,495.6138701000018,None,,,490.5137176999706,490.5137176999706,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
